;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
13-10-2019;16 - 17;284,55;159;U;284,55;284,55;159;0;0
13-10-2019;17 - 18;285,29;208,67;U;285,29;285,29;208,67;0;0
13-10-2019;18 - 19;298,74;260,8;U;298,74;298,74;260,8;0;0
13-10-2019;19 - 20;298,74;279,32;U;298,74;298,74;279,32;0;0
13-10-2019;20 - 21;276,33;241,98;U;276,33;276,33;241,98;0;0
13-10-2019;21 - 22;276,33;129,88;U;276,33;276,33;129,88;0;0
13-10-2019;22 - 23;123,3;123,3;;123,3;123,3;123,3;0;0
13-10-2019;23 - 00;30,02;30,02;;30,02;30,02;30,02;0;0
14-10-2019;00 - 01;-61,61;-61,61;;-61,61;-61,61;-61,61;0;0
14-10-2019;01 - 02;23,67;23,67;;23,67;23,67;23,67;0;0
14-10-2019;02 - 03;69,53;69,53;;69,53;69,53;69,53;0;0
14-10-2019;03 - 04;113,3;113,3;;113,3;113,3;113,3;0;0
14-10-2019;04 - 05;119,49;119,49;;119,49;119,49;119,49;0;0
14-10-2019;05 - 06;183,95;183,95;;183,95;183,95;183,95;0;0
14-10-2019;06 - 07;263,41;263,41;;263,41;263,41;263,41;0;0
14-10-2019;07 - 08;291,42;291,42;;291,42;291,42;291,42;0;0
14-10-2019;08 - 09;375,21;291,27;D;291,27;375,21;291,27;0;0
14-10-2019;09 - 10;370,43;315,17;U;370,43;370,43;370,43;0;0
14-10-2019;10 - 11;375,66;361,02;U;375,66;375,66;361,02;6;0
14-10-2019;11 - 12;491;358,48;U;491;491;358,48;12;0
14-10-2019;12 - 13;590;337,95;U;590;590;337,95;129;0
14-10-2019;13 - 14;590;321,14;U;590;590;321,14;69;0
14-10-2019;14 - 15;522,79;295;U;522,79;522,79;295;53;0
14-10-2019;15 - 16;522,79;322,86;U;522,79;522,79;322,86;35;0
14-10-2019;16 - 17;658,68;418,08;U;658,68;658,68;418,08;146;0
14-10-2019;17 - 18;649,75;448,55;U;649,75;649,75;448,55;73;0
14-10-2019;18 - 19;529,58;529,58;;529,58;529,58;529,58;0;0
14-10-2019;19 - 20;529,66;529,66;;529,66;529,66;529,66;0;0
14-10-2019;20 - 21;418,23;396,12;U;418,23;418,23;396,12;0;0
14-10-2019;21 - 22;373,42;330,03;U;373,42;373,42;330,03;7;0
14-10-2019;22 - 23;306,2;273,34;U;306,2;306,2;273,34;0;0
14-10-2019;23 - 00;291,27;253,48;U;291,27;291,27;253,48;0;0
15-10-2019;00 - 01;276,33;194,18;U;276,33;276,33;194,18;0;0
15-10-2019;01 - 02;276,33;192,09;U;276,33;276,33;192,09;0;0
15-10-2019;02 - 03;186,71;186,71;;186,71;186,71;186,71;0;0
15-10-2019;03 - 04;181,26;181,26;;181,26;181,26;181,26;0;0
15-10-2019;04 - 05;186,71;186,71;;186,71;186,71;186,71;0;0
15-10-2019;05 - 06;223,98;223,98;;223,98;223,98;223,98;0;0
15-10-2019;06 - 07;303,29;246,46;D;246,46;303,29;246,46;0;-27
15-10-2019;07 - 08;393,14;250,19;D;250,19;393,14;250,19;0;-30
15-10-2019;08 - 09;412,33;250,19;D;250,19;412,33;250,19;0;-72
15-10-2019;09 - 10;409,27;250,19;D;250,19;409,27;250,19;0;-28
15-10-2019;10 - 11;386,56;257,66;D;257,66;386,56;257,66;0;-26
15-10-2019;11 - 12;378,05;378,05;;378,05;378,05;378,05;0;0
15-10-2019;12 - 13;363,83;357,74;U;363,83;363,83;357,74;19;0
15-10-2019;13 - 14;367,45;348,33;U;367,45;367,45;348,33;7;0
15-10-2019;14 - 15;485,45;332,94;U;485,45;485,45;332,94;17;0
15-10-2019;15 - 16;590;338,92;U;590;590;338,92;84;0
15-10-2019;16 - 17;590;358,18;U;590;590;358,18;134;0
15-10-2019;17 - 18;590;298,74;D;298,74;396,57;298,74;11;-45
15-10-2019;18 - 19;435,63;298,74;D;298,74;435,63;298,74;0;-5
15-10-2019;19 - 20;507,48;268,86;D;268,86;507,48;268,86;0;-5
15-10-2019;20 - 21;412,93;268,86;D;268,86;412,93;268,86;0;-133
15-10-2019;21 - 22;343,32;268,86;D;268,86;343,32;268,86;0;-5
15-10-2019;22 - 23;298,36;268,86;D;268,86;298,36;268,86;0;-5
15-10-2019;23 - 00;242,42;242,42;;242,42;242,42;242,42;0;0
16-10-2019;00 - 01;260,01;260,01;;260,01;260,01;260,01;0;0
16-10-2019;01 - 02;254,78;254,78;;254,78;254,78;254,78;0;0
16-10-2019;02 - 03;253,74;253,74;;253,74;253,74;253,74;0;0
16-10-2019;03 - 04;253,81;253,81;;253,81;253,81;253,81;0;0
16-10-2019;04 - 05;257,17;257,17;;257,17;257,17;257,17;0;0
16-10-2019;05 - 06;264,72;264,72;;264,72;264,72;264,72;0;0
16-10-2019;06 - 07;333,14;333,14;;333,14;333,14;333,14;0;0
16-10-2019;07 - 08;444,81;444,81;;444,81;444,81;444,81;0;0
16-10-2019;08 - 09;474,01;474,01;;474,01;474,01;474,01;0;0
16-10-2019;09 - 10;462,06;462,06;;462,06;462,06;462,06;0;0
16-10-2019;10 - 11;560,21;444,88;U;560,21;560,21;444,88;38;0
16-10-2019;11 - 12;612,5;433,75;U;612,5;612,5;433,75;151;0
16-10-2019;12 - 13;612,5;422,85;U;612,5;612,5;422,85;116;0
16-10-2019;13 - 14;612,5;405,74;U;612,5;612,5;405,74;151;0
16-10-2019;14 - 15;612,5;388,56;U;612,5;612,5;388,56;54;0
16-10-2019;15 - 16;530,33;382,21;U;530,33;530,33;382,21;5;0
16-10-2019;16 - 17;552,74;334,93;U;552,74;552,74;334,93;5;0
16-10-2019;17 - 18;687,19;386,92;U;687,19;687,19;386,92;139;0
16-10-2019;18 - 19;821,65;425,69;U;821,65;821,65;425,69;63;0
16-10-2019;19 - 20;821,65;373,1;U;821,65;821,65;373,1;94;0
16-10-2019;20 - 21;552,74;336,2;U;552,74;552,74;336,2;0;0
16-10-2019;21 - 22;285,3;276,89;U;285,3;285,3;276,89;0;0
16-10-2019;22 - 23;285,3;264,72;U;285,3;285,3;264,72;0;0
16-10-2019;23 - 00;274,88;247,39;U;274,88;274,88;247,39;0;0
17-10-2019;00 - 01;252,89;252,89;;252,89;252,89;252,89;0;0
17-10-2019;01 - 02;268,95;248,71;U;268,95;268,95;248,71;0;0
17-10-2019;02 - 03;268,95;245,42;U;268,95;268,95;245,42;0;0
17-10-2019;03 - 04;268,95;245,05;U;268,95;268,95;245,05;0;0
17-10-2019;04 - 05;268,95;246,91;U;268,95;268,95;246,91;0;0
17-10-2019;05 - 06;233,76;233,76;;233,76;233,76;233,76;0;0
17-10-2019;06 - 07;302,57;302,57;;302,57;302,57;302,57;0;0
17-10-2019;07 - 08;389,46;272,69;D;272,69;389,46;272,69;0;-2
17-10-2019;08 - 09;416,58;272,69;D;272,69;416,58;272,69;0;-28
17-10-2019;09 - 10;413,59;272,71;D;272,71;413,59;272,71;0;-28
17-10-2019;10 - 11;397,75;298,84;U;397,75;397,75;397,75;0;0
17-10-2019;11 - 12;381,84;381,84;;381,84;381,84;381,84;0;0
17-10-2019;12 - 13;363,83;363,83;;363,83;363,83;363,83;0;0
17-10-2019;13 - 14;347,32;347,32;;347,32;347,32;347,32;0;0
17-10-2019;14 - 15;347,02;272,71;D;272,71;347,02;272,71;0;-5
17-10-2019;15 - 16;344,56;246,54;D;246,54;344,56;246,54;0;-5
17-10-2019;16 - 17;416,8;416,8;;416,8;416,8;416,8;0;0
17-10-2019;17 - 18;440,63;440,63;;440,63;440,63;440,63;0;0
17-10-2019;18 - 19;486,73;261,48;D;261,48;486,73;261,48;0;-26
17-10-2019;19 - 20;477,84;276,4;D;276,4;477,84;276,4;0;-70
17-10-2019;20 - 21;406,49;257,97;D;257,97;406,49;257,97;0;-15
17-10-2019;21 - 22;340,6;257,97;D;257,97;340,6;257,97;0;-4
17-10-2019;22 - 23;293,91;268,95;D;268,95;293,91;268,95;0;-5
17-10-2019;23 - 00;265,81;265,81;;265,81;265,81;265,81;0;0
18-10-2019;00 - 01;267,52;231,59;D;231,59;267,52;231,59;0;-3
18-10-2019;01 - 02;266,1;220,25;D;220,25;266,1;220,25;0;-5
18-10-2019;02 - 03;264,68;209,92;D;209,92;264,68;209,92;0;-21
18-10-2019;03 - 04;264,98;211,42;D;211,42;264,98;211,42;0;-10
18-10-2019;04 - 05;266,77;213,66;D;213,66;266,77;213,66;0;0
18-10-2019;05 - 06;271,55;242,79;D;242,79;271,55;242,79;0;-4
18-10-2019;06 - 07;285,37;251,01;D;251,01;285,37;251,01;0;-5
18-10-2019;07 - 08;390,71;254;D;254;390,71;254;0;-41
18-10-2019;08 - 09;486,63;250,26;D;250,26;486,63;250,26;0;-11
18-10-2019;09 - 10;429,55;250,26;D;250,26;429,55;250,26;0;-30
18-10-2019;10 - 11;463,17;250,26;D;250,26;463,17;250,26;0;-29
18-10-2019;11 - 12;313,31;313,31;;313,31;313,31;313,31;0;0
18-10-2019;12 - 13;281,34;250,26;D;250,26;281,34;250,26;0;-2
18-10-2019;13 - 14;282,31;250,26;D;250,26;282,31;250,26;0;-5
18-10-2019;14 - 15;277,08;242,79;D;242,79;277,08;242,79;0;0
18-10-2019;15 - 16;227,85;227,85;;227,85;227,85;227,85;0;0
18-10-2019;16 - 17;229,94;229,94;;229,94;229,94;229,94;0;0
18-10-2019;17 - 18;280,29;247,27;D;247,27;280,29;247,27;0;-5
18-10-2019;18 - 19;295,91;264,3;D;264,3;295,91;264,3;0;-6
18-10-2019;19 - 20;292,02;261,47;D;261,47;292,02;261,47;0;-3
18-10-2019;20 - 21;261,32;224,12;D;224,12;261,32;224,12;0;-2
18-10-2019;21 - 22;226,28;224,12;D;224,12;226,28;224,12;0;-5
18-10-2019;22 - 23;227,25;224,12;D;224,12;227,25;224,12;0;-12
18-10-2019;23 - 00;224,04;224,04;;224,04;224,04;224,04;0;0
19-10-2019;00 - 01;269,13;201,98;U;269,13;269,13;201,98;0;0
19-10-2019;01 - 02;283,84;205,86;U;283,84;283,84;205,86;4;0
19-10-2019;02 - 03;268,9;189,73;U;268,9;268,9;189,73;0;0
19-10-2019;03 - 04;178,52;178,52;;178,52;178,52;178,52;0;0
19-10-2019;04 - 05;180,76;180,76;;180,76;180,76;180,76;0;0
19-10-2019;05 - 06;187,41;187,41;;187,41;187,41;187,41;0;0
19-10-2019;06 - 07;200,85;200,85;;200,85;200,85;200,85;0;0
19-10-2019;07 - 08;221,84;213,63;D;213,63;221,84;213,63;0;0
19-10-2019;08 - 09;246,27;224,09;D;224,09;246,27;224,09;0;0
19-10-2019;09 - 10;269,95;245,75;U;269,95;269,95;262,48;0;0
19-10-2019;10 - 11;268,9;268,9;;268,9;268,9;268,9;0;0
19-10-2019;11 - 12;272,86;245,75;D;245,75;272,86;245,75;0;0
19-10-2019;12 - 13;262,93;245,75;D;245,75;262,93;245,75;0;0
19-10-2019;13 - 14;254,56;249,48;D;249,48;254,56;249,48;0;0
19-10-2019;14 - 15;248,73;214,37;D;214,37;248,73;214,37;0;0
19-10-2019;15 - 16;247,02;209,15;D;209,15;247,02;209,15;0;0
19-10-2019;16 - 17;261,73;209,15;D;209,15;261,73;209,15;0;0
19-10-2019;17 - 18;537,77;287,43;U;537,77;537,77;287,43;85;0
19-10-2019;18 - 19;329,26;329,26;;329,26;329,26;329,26;0;0
19-10-2019;19 - 20;502,97;357,79;U;502,97;502,97;357,79;124;0
19-10-2019;20 - 21;292,73;253,96;D;253,96;292,73;253,96;0;0
19-10-2019;21 - 22;261,88;212,88;D;212,88;261,88;212,88;0;0
19-10-2019;22 - 23;261,81;211,39;D;211,39;261,81;211,39;0;0
19-10-2019;23 - 00;247,84;212,88;D;212,88;247,84;212,88;0;0
20-10-2019;00 - 01;268,93;224,03;U;268,93;268,93;224,03;0;0
20-10-2019;01 - 02;194,3;194,3;;194,3;194,3;194,3;0;0
20-10-2019;02 - 03;201,77;-99;D;-99;201,77;-99;0;-22
20-10-2019;03 - 04;200,95;-160;D;-160;200,95;-160;0;-210
20-10-2019;04 - 05;198,04;29,88;D;29,88;198,04;29,88;0;0
20-10-2019;05 - 06;196,47;29,88;D;29,88;196,47;29,88;0;0
20-10-2019;06 - 07;201,92;192,73;D;192,73;201,92;192,73;0;0
20-10-2019;07 - 08;279,39;223,66;U;279,39;279,39;223,66;0;0
20-10-2019;08 - 09;291,34;237,1;U;291,34;291,34;237,1;13;0
20-10-2019;09 - 10;290;271,69;U;290;290;271,69;17;0
20-10-2019;10 - 11;291,34;279,91;U;291,34;291,34;279,91;0;0
20-10-2019;11 - 12;302,54;286,26;U;302,54;302,54;286,26;12;0
20-10-2019;12 - 13;550;283,12;U;550;550;283,12;167;0
20-10-2019;13 - 14;292,83;261,61;U;292,83;292,83;261,61;7;0
20-10-2019;14 - 15;286,86;231,88;U;286,86;286,86;231,88;5;0
20-10-2019;15 - 16;245,02;245,02;;245,02;245,02;245,02;0;0
20-10-2019;16 - 17;266,91;266,91;;266,91;266,91;266,91;0;0
20-10-2019;17 - 18;301,65;301,65;;301,65;301,65;301,65;0;0
20-10-2019;18 - 19;364,17;364,17;;364,17;364,17;364,17;0;0
20-10-2019;19 - 20;381,43;381,43;;381,43;381,43;381,43;0;0
20-10-2019;20 - 21;351,85;351,85;;351,85;351,85;351,85;0;0
20-10-2019;21 - 22;296,57;295,97;U;296,57;296,57;295,97;0;0
20-10-2019;22 - 23;297,31;284,54;U;297,31;297,31;284,54;0;0
20-10-2019;23 - 00;291,34;268,93;U;291,34;291,34;268,93;0;0
21-10-2019;00 - 01;268,93;226,65;U;268,93;268,93;226,65;0;0
21-10-2019;01 - 02;253,17;202,52;U;253,17;253,17;202,52;0;0
21-10-2019;02 - 03;196,32;196,32;;196,32;196,32;196,32;0;0
21-10-2019;03 - 04;192,66;192,66;;192,66;192,66;192,66;0;0
21-10-2019;04 - 05;191,98;191,98;;191,98;191,98;191,98;0;0
21-10-2019;05 - 06;197,14;197,14;;197,14;197,14;197,14;0;0
21-10-2019;06 - 07;288,65;261,46;D;261,46;288,65;261,46;0;-21
21-10-2019;07 - 08;387,93;387,93;;387,93;387,93;387,93;0;0
21-10-2019;08 - 09;391,66;391,66;;391,66;391,66;391,66;0;0
21-10-2019;09 - 10;388,15;269,66;D;269,66;388,15;269,66;0;-30
21-10-2019;10 - 11;375,9;269,66;D;269,66;375,9;269,66;0;-31
21-10-2019;11 - 12;389,92;272,66;U;389,92;389,92;375,9;2;-18
21-10-2019;12 - 13;375,75;340,42;U;375,75;375,75;340,42;7;0
21-10-2019;13 - 14;548,21;329,73;U;548,21;548,21;329,73;158;0
21-10-2019;14 - 15;530,06;337,73;U;530,06;530,06;337,73;213;0
21-10-2019;15 - 16;528,18;356,4;U;528,18;528,18;356,4;142;0
21-10-2019;16 - 17;373,73;373,73;;373,73;373,73;373,73;0;0
21-10-2019;17 - 18;404,21;404,21;;404,21;404,21;404,21;0;0
21-10-2019;18 - 19;433,42;433,42;;433,42;433,42;433,42;0;0
21-10-2019;19 - 20;496,84;496,84;;496,84;496,84;496,84;0;0
21-10-2019;20 - 21;389,94;261,46;D;261,46;389,94;261,46;0;-37
21-10-2019;21 - 22;366,19;259,19;D;259,19;366,19;259,19;0;-99
21-10-2019;22 - 23;321,22;258,73;D;258,73;321,22;258,73;0;-27
21-10-2019;23 - 00;278,19;258,73;D;258,73;278,19;258,73;0;-5
22-10-2019;00 - 01;411,51;297,27;U;411,51;411,51;297,27;222;0
22-10-2019;01 - 02;268,06;268,06;;268,06;268,06;268,06;0;0
22-10-2019;02 - 03;258,8;258,8;;258,8;258,8;258,8;0;0
22-10-2019;03 - 04;237,88;224,13;D;224,13;237,88;224,13;0;-2
22-10-2019;04 - 05;251,7;216,66;D;216,66;251,7;216,66;0;-26
22-10-2019;05 - 06;358,94;267,15;U;358,94;358,94;270,45;36;-2
22-10-2019;06 - 07;353,06;351,06;U;353,06;353,06;351,06;12;0
22-10-2019;07 - 08;421,59;421,59;;421,59;421,59;421,59;0;0
22-10-2019;08 - 09;457,97;346,32;D;346,32;457,97;346,32;0;-94
22-10-2019;09 - 10;448,26;280,53;D;280,53;448,26;280,53;0;-186
22-10-2019;10 - 11;414,57;169,25;D;169,25;414,57;169,25;0;-285
22-10-2019;11 - 12;393,87;215,91;D;215,91;393,87;215,91;0;-78
22-10-2019;12 - 13;346,28;216,66;D;216,66;346,28;216,66;0;-55
22-10-2019;13 - 14;326,26;216,66;D;216,66;326,26;216,66;0;-135
22-10-2019;14 - 15;328,65;203,96;D;203,96;328,65;203,96;0;-5
22-10-2019;15 - 16;326,18;218,9;D;218,9;326,18;218,9;0;-114
22-10-2019;16 - 17;345,46;219,65;D;219,65;345,46;219,65;0;-52
22-10-2019;17 - 18;387,97;217,9;D;217,9;387,97;217,9;0;-12
22-10-2019;18 - 19;448,26;256,89;D;256,89;448,26;256,89;0;-128
22-10-2019;19 - 20;489,13;227,87;D;227,87;489,13;227,87;0;-58
22-10-2019;20 - 21;395,59;224,13;D;224,13;395,59;224,13;0;-124
22-10-2019;21 - 22;346,21;224,13;D;224,13;346,21;224,13;0;-128
22-10-2019;22 - 23;307,51;220,19;D;220,19;307,51;220,19;0;-34
22-10-2019;23 - 00;272,69;216,66;D;216,66;272,69;216,66;0;0
23-10-2019;00 - 01;265,36;220,09;D;220,09;265,36;220,09;0;-4
23-10-2019;01 - 02;241,38;183,41;D;183,41;241,38;183,41;0;0
23-10-2019;02 - 03;234,28;183,41;D;183,41;234,28;183,41;0;0
23-10-2019;03 - 04;224,79;183,41;D;183,41;224,79;183,41;0;0
23-10-2019;04 - 05;227,03;183,41;D;183,41;227,03;183,41;0;0
23-10-2019;05 - 06;577,83;260,87;U;577,83;577,83;260,87;143;0
23-10-2019;06 - 07;304,05;246,53;D;246,53;304,05;246,53;0;-7
23-10-2019;07 - 08;391,46;391,46;;391,46;391,46;391,46;0;0
23-10-2019;08 - 09;446,52;446,52;;446,52;446,52;446,52;0;0
23-10-2019;09 - 10;500;426,72;U;500;500;426,72;56;0
23-10-2019;10 - 11;450;303,23;U;450;450;404,23;29;-21
23-10-2019;11 - 12;450;382,72;U;450;450;382,72;35;0
23-10-2019;12 - 13;332,29;254;D;254;332,29;254;0;-5
23-10-2019;13 - 14;317,87;254;D;254;317,87;254;0;0
23-10-2019;14 - 15;313,32;257,49;D;257,49;313,32;257,49;0;-4
23-10-2019;15 - 16;323,18;261,47;D;261,47;323,18;261,47;0;-1
23-10-2019;16 - 17;342,68;268,94;D;268,94;342,68;268,94;0;-5
23-10-2019;17 - 18;378,54;261,47;D;261,47;378,54;261,47;0;-5
23-10-2019;18 - 19;399,6;261,47;D;261,47;399,6;261,47;0;-2
23-10-2019;19 - 20;412,6;261,47;D;261,47;412,6;261,47;0;-4
23-10-2019;20 - 21;342,98;261,47;D;261,47;342,98;261,47;0;-5
23-10-2019;21 - 22;447,59;292,55;U;447,59;447,59;292,55;95;0
23-10-2019;22 - 23;279,25;251,01;D;251,01;279,25;251,01;0;-7
23-10-2019;23 - 00;257,06;253,1;D;253,1;257,06;253,1;0;-7
24-10-2019;00 - 01;287,61;250,93;U;287,61;287,61;250,93;0;0
24-10-2019;01 - 02;287,61;231,88;U;287,61;287,61;231,88;0;0
24-10-2019;02 - 03;287,61;224,26;U;287,61;287,61;224,26;0;0
24-10-2019;03 - 04;282,24;219,7;U;282,24;282,24;219,7;0;0
24-10-2019;04 - 05;282,24;224,56;U;282,24;282,24;224,56;0;0
24-10-2019;05 - 06;278,19;245,7;U;278,19;278,19;245,7;0;0
24-10-2019;06 - 07;295,45;295,45;;295,45;295,45;295,45;0;0
24-10-2019;07 - 08;570,59;365,9;U;570,59;570,59;365,9;74;0
24-10-2019;08 - 09;590;404,22;U;590;590;404,22;26;0
24-10-2019;09 - 10;404,22;253,99;D;253,99;404,22;253,99;0;-5
24-10-2019;10 - 11;381,58;253,99;D;253,99;381,58;253,99;0;-5
24-10-2019;11 - 12;350,58;268,93;D;268,93;350,58;268,93;0;-4
24-10-2019;12 - 13;550;328,24;U;550;550;328,24;113;0
24-10-2019;13 - 14;550;302,7;U;550;550;302,7;100;0
24-10-2019;14 - 15;283,87;253,99;D;253,99;283,87;253,99;0;-5
24-10-2019;15 - 16;274,76;253,99;D;253,99;274,76;253,99;0;-6
24-10-2019;16 - 17;284,39;246,52;D;246,52;284,39;246,52;0;0
24-10-2019;17 - 18;298,06;253,99;D;253,99;298,06;253,99;0;-5
24-10-2019;18 - 19;800;325,33;U;800;800;325,33;136;0
24-10-2019;19 - 20;800;314,5;U;800;800;314,5;123;0
24-10-2019;20 - 21;267,06;259,97;D;259,97;267,06;259,97;0;-5
24-10-2019;21 - 22;224,63;224,63;;224,63;224,63;224,63;0;0
24-10-2019;22 - 23;225,68;212,9;D;212,9;225,68;212,9;0;0
24-10-2019;23 - 00;194,45;134,47;D;134,47;194,45;134,47;0;0
25-10-2019;00 - 01;193,63;134,47;D;134,47;193,63;134,47;0;0
25-10-2019;01 - 02;188,77;184,03;D;184,03;188,77;184,03;0;0
25-10-2019;02 - 03;188,25;-110;D;-110;188,25;-110;0;-304
25-10-2019;03 - 04;182,42;182,42;;182,42;182,42;182,42;0;0
25-10-2019;04 - 05;188,25;188,25;;188,25;188,25;188,25;0;0
25-10-2019;05 - 06;210,81;202,44;D;202,44;210,81;202,44;0;0
25-10-2019;06 - 07;269,38;239,05;D;239,05;269,38;239,05;0;0
25-10-2019;07 - 08;357,83;261,33;D;261,33;357,83;261,33;0;0
25-10-2019;08 - 09;384,87;384,87;;384,87;384,87;384,87;0;0
25-10-2019;09 - 10;348,71;253,99;D;253,99;348,71;253,99;0;0
25-10-2019;10 - 11;332,35;216,64;D;216,64;332,35;216,64;0;0
25-10-2019;11 - 12;297,02;197,96;D;197,96;297,02;197,96;0;0
25-10-2019;12 - 13;266,32;-150;D;-150;266,32;-150;0;-516
25-10-2019;13 - 14;269,45;186,76;D;186,76;269,45;186,76;0;0
25-10-2019;14 - 15;259,82;186,76;D;186,76;259,82;186,76;0;0
25-10-2019;15 - 16;263,93;214,4;D;214,4;263,93;214,4;0;0
25-10-2019;16 - 17;275,8;239,05;D;239,05;275,8;239,05;0;0
25-10-2019;17 - 18;327,42;242,78;D;242,78;327,42;242,78;0;0
25-10-2019;18 - 19;359,4;251;D;251;359,4;251;0;0
25-10-2019;19 - 20;359,77;251;D;251;359,77;251;0;0
25-10-2019;20 - 21;284,1;237,14;D;237,14;284,1;237,14;0;0
25-10-2019;21 - 22;248,09;193,48;D;193,48;248,09;193,48;0;0
25-10-2019;22 - 23;226,72;198,76;D;198,76;226,72;198,76;0;0
25-10-2019;23 - 00;190,57;156,88;D;156,88;190,57;156,88;0;0
26-10-2019;00 - 01;175,85;161,4;D;161,4;175,85;161,4;0;0
26-10-2019;01 - 02;140,74;140,74;;140,74;140,74;140,74;0;0
26-10-2019;02 - 03;148,58;148,58;;148,58;148,58;148,58;0;0
26-10-2019;03 - 04;117,88;117,88;;117,88;117,88;117,88;0;0
26-10-2019;04 - 05;63,87;52,29;D;52,29;63,87;52,29;0;0
26-10-2019;05 - 06;118,33;-34,36;D;-34,36;118,33;-34,36;0;-5
26-10-2019;06 - 07;109,21;-34,36;D;-34,36;109,21;-34,36;0;-10
26-10-2019;07 - 08;183,84;119,52;D;119,52;183,84;119,52;0;0
26-10-2019;08 - 09;219,33;164,34;D;164,34;219,33;164,34;0;0
26-10-2019;09 - 10;315,24;193,63;U;315,24;315,24;193,63;3;0
26-10-2019;10 - 11;315,99;219,03;U;315,99;315,99;219,03;24;0
26-10-2019;11 - 12;315,99;216,64;U;315,99;315,99;216,64;98;0
26-10-2019;12 - 13;313,75;200,2;U;313,75;313,75;200,2;11;0
26-10-2019;13 - 14;313,75;237,55;U;313,75;313,75;237,55;13;0
26-10-2019;14 - 15;313,75;237,55;U;313,75;313,75;237,55;14;0
26-10-2019;15 - 16;313,75;201,7;U;313,75;313,75;201,7;33;0
26-10-2019;16 - 17;304,78;228,14;U;304,78;304,78;228,14;11;0
26-10-2019;17 - 18;313,75;276,55;U;313,75;313,75;276,55;8;0
26-10-2019;18 - 19;327,03;283,64;U;327,03;327,03;283,64;0;0
26-10-2019;19 - 20;306,28;279,16;U;306,28;306,28;279,16;0;0
26-10-2019;20 - 21;267,21;267,21;;267,21;267,21;267,21;0;0
26-10-2019;21 - 22;261,83;261,83;;261,83;261,83;261,83;0;0
26-10-2019;22 - 23;237,7;237,7;;237,7;237,7;237,7;0;0
26-10-2019;23 - 00;200,28;200,28;;200,28;200,28;200,28;0;0
27-10-2019;00 - 01;240,59;171,79;D;171,79;240,59;171,79;0;0
27-10-2019;01 - 02;202,49;171,79;D;171,79;202,49;171,79;0;-22
27-10-2019;02 - 03;67,52;67,52;;67,52;67,52;67,52;0;0
27-10-2019;02 - 03;0,37;-140,14;D;-140,14;0,37;-140,14;0;-126
27-10-2019;03 - 04;0,9;-170;D;-170;0,9;-170;0;-433
27-10-2019;04 - 05;41,08;-140;D;-140;41,08;-140;0;-217
27-10-2019;05 - 06;129,07;-200;D;-200;129,07;-200;0;-608
27-10-2019;06 - 07;153,42;-180;D;-180;153,42;-180;0;-485
27-10-2019;07 - 08;187,4;-160;D;-160;187,4;-160;0;-301
27-10-2019;08 - 09;215,49;203,16;D;203,16;215,49;203,16;0;0
27-10-2019;09 - 10;215,94;215,12;D;215,12;215,94;215,12;0;0
27-10-2019;10 - 11;208,77;208,77;;208,77;208,77;208,77;0;0
27-10-2019;11 - 12;224,08;216,61;D;216,61;224,08;216,61;0;0
27-10-2019;12 - 13;212,43;212,43;;212,43;212,43;212,43;0;0
27-10-2019;13 - 14;209,14;209,14;;209,14;209,14;209,14;0;0
27-10-2019;14 - 15;209,14;209,14;;209,14;209,14;209,14;0;0
27-10-2019;15 - 16;232,3;232,3;;232,3;232,3;232,3;0;0
27-10-2019;16 - 17;271,14;271,14;;271,14;271,14;271,14;0;0
27-10-2019;17 - 18;331,94;331,94;;331,94;331,94;331,94;0;0
27-10-2019;18 - 19;317,67;317,67;;317,67;317,67;317,67;0;0
27-10-2019;19 - 20;308,63;308,63;;308,63;308,63;308,63;0;0
27-10-2019;20 - 21;269,34;242,75;D;242,75;269,34;242,75;0;0
27-10-2019;21 - 22;254,4;242,75;D;242,75;254,4;242,75;0;0
27-10-2019;22 - 23;222,96;222,96;;222,96;222,96;222,96;0;0
27-10-2019;23 - 00;192,86;192,86;;192,86;192,86;192,86;0;0
28-10-2019;00 - 01;197,19;197,19;;197,19;197,19;197,19;0;0
28-10-2019;01 - 02;198,68;-81,01;D;-81,01;198,68;-81,01;0;-20
28-10-2019;02 - 03;200,92;-100;D;-100;200,92;-100;0;-149
28-10-2019;03 - 04;206,45;186,73;D;186,73;206,45;186,73;0;0
28-10-2019;04 - 05;208,62;208,62;;208,62;208,62;208,62;0;0
28-10-2019;05 - 06;231,32;231,32;;231,32;231,32;231,32;0;0
28-10-2019;06 - 07;298,77;261,43;D;261,43;298,77;261,43;0;-5
28-10-2019;07 - 08;362,04;271,85;D;271,85;362,04;271,85;0;-5
28-10-2019;08 - 09;343,06;276,36;D;276,36;343,06;276,36;0;-5
28-10-2019;09 - 10;328,72;268,89;D;268,89;328,72;268,89;0;-28
28-10-2019;10 - 11;321,63;268,89;D;268,89;321,63;268,89;0;-28
28-10-2019;11 - 12;316,18;262,17;D;262,17;316,18;262,17;0;0
28-10-2019;12 - 13;303,1;257,69;D;257,69;303,1;257,69;0;0
28-10-2019;13 - 14;323,27;257,69;D;257,69;323,27;257,69;0;0
28-10-2019;14 - 15;364,73;261,43;D;261,43;364,73;261,43;0;0
